ts,value,unit
2025-08-19T18:21:06.598046,1.0,
2025-08-19T18:21:17.866214,0.0,
2025-08-19T18:21:29.127052,0.0,
2025-08-19T18:21:40.388759,0.0,
2025-08-19T18:21:51.566897,0.0,
2025-08-19T18:22:02.808707,1.0,
2025-08-19T18:22:14.025824,0.0,
2025-08-19T18:22:25.277714,0.0,
2025-08-19T18:22:36.505308,0.0,
2025-08-19T18:22:47.721186,0.0,
2025-08-19T18:22:58.950767,1.0,
2025-08-19T18:23:10.203652,1.0,
2025-08-19T18:23:21.431377,0.0,
2025-08-19T18:23:32.690394,0.0,
2025-08-19T18:23:43.910746,0.0,
2025-08-19T18:23:55.155149,1.0,
2025-08-19T18:24:06.360620,0.0,
2025-08-19T18:24:17.552270,0.0,
2025-08-19T18:24:28.846511,0.0,
2025-08-19T18:24:59.439599,0.0,
2025-08-19T18:25:10.696099,0.0,
2025-08-19T18:25:21.936800,0.0,
2025-08-19T18:25:33.166473,1.0,
2025-08-19T18:25:44.425203,0.0,
2025-08-19T18:25:55.716108,0.0,
2025-08-19T18:26:06.991697,0.0,
2025-08-19T18:26:18.174567,0.0,
2025-08-19T18:26:29.448454,1.0,
2025-08-19T18:26:40.646679,0.0,
2025-08-19T18:26:51.907230,0.0,
2025-08-19T18:27:03.127202,0.0,
2025-08-19T18:27:14.367376,1.0,
2025-08-19T18:27:25.565354,1.0,
2025-08-19T18:27:36.805167,0.0,
2025-08-19T18:27:48.058837,0.0,
2025-08-19T18:27:59.273805,0.0,
2025-08-19T18:28:10.448952,0.0,
2025-08-19T18:28:21.642173,1.0,
2025-08-19T18:28:32.821093,0.0,
2025-08-19T18:28:44.015383,0.0,
2025-08-19T18:28:55.235795,0.0,
2025-08-19T18:29:37.763990,1.0,
2025-08-19T18:29:06.514819,0.0,
2025-08-19T18:30:14.017586,0.0,
2025-09-10T13:35:09.847377,1.0,
2025-09-10T13:35:21.133463,0.0,
2025-09-10T13:35:32.633945,0.0,
2025-09-10T13:35:43.994510,0.0,
2025-09-10T13:35:55.233851,0.0,
2025-09-10T13:36:06.479462,1.0,
2025-09-10T13:36:17.706298,0.0,
2025-09-10T13:36:28.926769,0.0,
2025-09-10T13:36:40.143140,0.0,
2025-09-10T13:36:51.419992,0.0,
2025-09-10T13:37:02.909037,0.0,
2025-09-10T13:37:14.068915,0.0,
2025-09-10T13:37:25.707843,1.0,
2025-09-10T13:37:36.974911,1.0,
2025-09-10T13:37:48.403998,0.0,
2025-09-10T13:37:59.833339,0.0,
2025-09-10T13:38:11.081488,0.0,
2025-09-10T13:38:22.320334,0.0,
2025-09-10T13:38:33.536119,1.0,
2025-09-10T13:38:44.741231,0.0,
2025-09-10T13:38:55.940412,0.0,
2025-09-10T13:39:07.153477,0.0,
2025-09-10T13:39:18.445524,0.0,
2025-09-10T13:39:29.694076,1.0,
2025-09-10T13:48:52.469616,1.0,
2025-09-10T13:49:03.715318,0.0,
2025-09-10T13:49:14.934146,0.0,
2025-09-10T13:49:26.133106,0.0,
2025-09-10T13:49:37.322673,0.0,
2025-09-10T13:49:48.564890,1.0,
2025-09-10T13:49:59.806503,0.0,
2025-09-10T13:50:11.011339,1.0,
2025-09-10T13:50:22.406114,0.0,
2025-09-10T13:50:33.621401,0.0,
2025-09-10T13:50:44.846382,1.0,
2025-09-10T13:50:56.081110,0.0,
2025-09-10T13:51:07.364896,0.0,
2025-09-10T13:51:18.625019,0.0,
2025-09-10T13:51:29.850028,0.0,
2025-09-10T13:51:41.076901,1.0,
2025-09-10T13:51:53.310570,0.0,
2025-09-10T13:52:04.534566,0.0,
2025-09-10T13:52:15.712249,1.0,
2025-09-10T13:52:26.917070,0.0,
2025-09-10T13:52:38.095343,0.0,
2025-09-10T13:52:49.322136,0.0,
2025-09-10T13:53:00.565395,0.0,
2025-09-10T13:53:11.822823,1.0,
2025-09-10T13:53:23.069454,0.0,
2025-09-10T13:53:34.302009,0.0,
2025-09-10T13:53:45.557090,0.0,
2025-09-10T13:53:56.770201,0.0,
2025-09-10T13:54:08.002074,1.0,
2025-09-10T13:54:19.190514,0.0,
2025-09-10T13:54:30.450488,0.0,
2025-09-10T13:54:41.682502,0.0,
2025-09-10T13:54:53.601228,0.0,
2025-09-10T13:55:04.897032,0.0,
2025-09-10T13:55:16.165136,0.0,
2025-09-10T13:55:27.365976,0.0,
2025-09-10T13:55:38.578001,1.0,
2025-09-10T13:55:49.807469,0.0,
2025-09-10T13:56:01.205512,0.0,
2025-09-10T13:56:12.480280,0.0,
2025-09-10T13:56:24.004576,0.0,
2025-09-10T13:56:35.306774,1.0,
2025-09-10T13:56:46.533198,0.0,
2025-09-10T13:56:57.777643,1.0,
2025-09-10T13:57:08.974510,0.0,
2025-09-10T13:57:20.217384,0.0,
2025-09-10T13:57:31.440176,1.0,
2025-09-10T13:57:42.658964,0.0,
2025-09-10T13:57:53.869623,0.0,
2025-09-10T13:58:05.094350,0.0,
2025-09-10T13:58:16.333917,0.0,
2025-09-10T13:58:27.544387,0.0,
2025-09-10T13:58:38.800655,0.0,
2025-09-10T13:58:50.026056,0.0,
2025-09-10T13:59:01.221809,0.0,
2025-09-10T13:59:12.454418,0.0,
2025-09-10T13:59:23.675997,0.0,
2025-09-10T13:59:34.886011,0.0,
2025-09-10T13:59:46.122326,0.0,
2025-09-10T13:59:57.338901,0.0,
2025-09-10T14:00:08.553789,0.0,
2025-09-10T14:00:19.778220,0.0,
2025-09-10T14:00:30.996427,0.0,
2025-09-10T14:00:42.261237,0.0,
2025-09-10T14:00:53.483923,1.0,
2025-09-10T14:01:04.714772,0.0,
2025-09-10T14:01:16.000318,0.0,
2025-09-10T14:01:27.332679,0.0,
2025-09-10T14:01:38.530772,0.0,
